"","true_like","ml_like","ml_X1","ml_X2","ml_X3","ml_X4","true_X1","true_X2","true_X3","true_X4","M","N","z","run","seed","p","nbio","nevents"
"sub.14114",-401.679415839844,-401.679415839844,1,2,2,2,1,2,2,2,250,4,15,18,1825095415,0.95,4,1
"sub.15114",-458.201187199179,-458.201187199179,2,2,1,2,2,2,1,2,250,4,16,18,1825095416,0.95,4,1
"sub.16114",-471.652232124954,-471.652232124954,1,1,3,2,1,1,3,2,250,4,17,18,1825095417,0.95,4,1
"sub.17114",-343.124200513268,-343.124200513268,1,1,1,1,1,1,1,1,250,4,18,18,1825095418,0.95,4,1
"sub.18114",-414.665063457111,-414.665063457111,1,2,2,2,1,2,2,2,250,4,19,18,1825095419,0.95,4,1
"sub.19114",-480.184233298951,-480.184233298951,3,2,1,1,3,2,1,1,250,4,20,18,1825095420,0.95,4,1
"sub115",-507.735175250516,-507.735175250516,2,3,1,1,2,3,1,1,250,4,1,19,192509541,0.95,4,1
"sub.1507",-467.429817810462,-467.429817810462,2,1,1,3,2,1,1,3,250,4,2,19,192509542,0.95,4,1
"sub.2115",-489.326618182286,-489.326618182286,2,3,1,2,2,3,1,2,250,4,3,19,192509543,0.95,4,1
"sub.3115",-475.502363492335,-475.502363492335,1,2,1,3,1,2,1,3,250,4,4,19,192509544,0.95,4,1
"sub.4115",-471.525535197433,-471.525535197433,1,3,3,2,1,3,3,2,250,4,5,19,192509545,0.95,4,1
"sub.5115",-491.363505753137,-491.363505753137,3,2,3,1,3,2,3,1,250,4,6,19,192509546,0.95,4,1
"sub.6115",-474.638489399993,-474.638489399993,2,1,2,3,2,1,2,3,250,4,7,19,192509547,0.95,4,1
"sub.7115",-435.266171580562,-435.266171580562,1,1,2,2,1,1,2,2,250,4,8,19,192509548,0.95,4,1
"sub.8115",-474.535089867364,-474.535089867364,1,2,3,1,1,2,3,1,250,4,9,19,192509549,0.95,4,1
"sub.9115",-485.826186506056,-485.826186506056,1,3,2,2,1,3,2,2,250,4,10,19,1925095410,0.95,4,1
"sub.10115",-458.044418001454,-458.044418001454,1,2,2,1,1,2,2,1,250,4,11,19,1925095411,0.95,4,1
"sub.11154",-398.794517138286,-398.794517138286,2,1,2,2,2,1,2,2,250,4,12,19,1925095412,0.95,4,1
"sub.12131",-430.366044477938,-430.366044477938,2,2,1,2,2,2,1,2,250,4,13,19,1925095413,0.95,4,1
"sub.13118",-507.751150881555,-507.751150881555,2,3,1,2,2,3,1,2,250,4,14,19,1925095414,0.95,4,1
"sub.14115",-440.388532474285,-440.388532474285,2,1,2,1,2,1,2,1,250,4,15,19,1925095415,0.95,4,1
"sub.15115",-334.299159316254,-334.299159316254,1,1,1,1,1,1,1,1,250,4,16,19,1925095416,0.95,4,1
"sub.16115",-398.328505747448,-398.328505747448,1,1,1,1,1,1,1,1,250,4,17,19,1925095417,0.95,4,1
"sub.17115",-523.992670316441,-523.992670316441,1,4,2,3,1,4,2,3,250,4,18,19,1925095418,0.95,4,1
"sub.18115",-419.045893610042,-419.045893610042,1,2,2,2,1,2,2,2,250,4,19,19,1925095419,0.95,4,1
"sub.19115",-500.312746051792,-500.312746051792,1,4,3,2,1,4,3,2,250,4,20,19,1925095420,0.95,4,1
"sub116",-458.743454176558,-458.743454176558,1,3,2,2,1,3,2,2,250,4,1,2,22509541,0.95,2,2
"sub.1508",-424.755108178398,-424.755108178398,1,2,2,2,1,2,2,2,250,4,2,2,22509542,0.95,2,2
"sub.2116",-499.583675062465,-499.583675062465,1,3,2,4,1,3,2,4,250,4,3,2,22509543,0.95,2,2
"sub.3116",-495.372156576821,-495.372156576821,1,3,1,2,1,3,1,2,250,4,4,2,22509544,0.95,2,2
"sub.4116",-469.392546071881,-469.392546071881,3,3,1,2,3,3,1,2,250,4,5,2,22509545,0.95,2,2
"sub.5116",-340.870142461168,-340.870142461168,1,1,1,1,1,1,1,1,250,4,6,2,22509546,0.95,2,2
"sub.6116",-457.723338862258,-457.723338862258,2,2,1,2,2,2,1,2,250,4,7,2,22509547,0.95,2,2
"sub.7116",-496.922489188394,-496.922489188394,3,1,2,3,3,1,2,3,250,4,8,2,22509548,0.95,2,2
"sub.8116",-510.048367943054,-510.048367943054,3,2,1,2,3,2,1,2,250,4,9,2,22509549,0.95,2,2
"sub.9116",-426.99904440279,-426.99904440279,1,2,2,2,1,2,2,2,250,4,10,2,225095410,0.95,2,2
"sub.10116",-489.068677072508,-489.068677072508,3,2,1,1,3,2,1,1,250,4,11,2,225095411,0.95,2,2
"sub.11155",-429.898379686279,-429.898379686279,1,2,2,2,1,2,2,2,250,4,12,2,225095412,0.95,2,2
"sub.12132",-526.029027175487,-526.029027175487,1,2,3,4,1,2,3,4,250,4,13,2,225095413,0.95,2,2
"sub.13119",-510.00882579513,-510.00882579513,1,1,2,3,1,1,2,3,250,4,14,2,225095414,0.95,2,2
"sub.14116",-413.626629704476,-413.626629704476,2,2,2,1,2,2,2,1,250,4,15,2,225095415,0.95,2,2
"sub.15116",-494.181573971973,-494.181573971973,3,2,2,1,3,2,2,1,250,4,16,2,225095416,0.95,2,2
"sub.16116",-522.50942432957,-522.50942432957,3,4,1,2,3,4,1,2,250,4,17,2,225095417,0.95,2,2
"sub.17116",-494.063889854479,-494.063889854479,1,1,3,2,1,1,3,2,250,4,18,2,225095418,0.95,2,2
"sub.18116",-445.603408936809,-445.603408936809,2,1,1,1,2,1,1,1,250,4,19,2,225095419,0.95,2,2
"sub.19116",-458.877560455957,-458.877560455957,1,1,1,2,1,1,1,2,250,4,20,2,225095420,0.95,2,2
"sub117",-408.84846026965,-408.84846026965,2,2,1,2,2,2,1,2,250,4,1,20,202509541,0.95,2,2
"sub.1509",-399.207319105737,-399.207319105737,1,1,1,1,1,1,1,1,250,4,2,20,202509542,0.95,2,2
"sub.2117",-446.501413054496,-446.501413054496,2,2,2,1,2,2,2,1,250,4,3,20,202509543,0.95,2,2
"sub.3117",-478.59132381872,-478.59132381872,2,3,1,2,2,3,1,2,250,4,4,20,202509544,0.95,2,2
"sub.4117",-483.190317610884,-483.190317610884,2,3,1,1,2,3,1,1,250,4,5,20,202509545,0.95,2,2
"sub.5117",-484.499903644952,-484.499903644952,1,2,2,3,1,2,2,3,250,4,6,20,202509546,0.95,2,2
"sub.6117",-432.412110309946,-432.412110309946,1,1,2,1,1,1,2,1,250,4,7,20,202509547,0.95,2,2
"sub.7117",-410.772556451325,-410.772556451325,2,1,1,1,2,1,1,1,250,4,8,20,202509548,0.95,2,2
"sub.8117",-469.645229977798,-469.645229977798,3,2,2,1,3,2,2,1,250,4,9,20,202509549,0.95,2,2
"sub.9117",-525.904092226072,-525.904092226072,1,2,4,3,1,2,4,3,250,4,10,20,2025095410,0.95,2,2
"sub.10117",-469.769944071022,-469.769944071022,1,3,1,2,1,3,1,2,250,4,11,20,2025095411,0.95,2,2
"sub.11156",-464.098008163289,-464.098008163289,2,2,2,1,2,2,2,1,250,4,12,20,2025095412,0.95,2,2
"sub.12133",-498.348091331228,-498.348091331228,2,2,3,1,2,2,3,1,250,4,13,20,2025095413,0.95,2,2
"sub.13120",-477.463001076511,-477.463001076511,1,2,3,2,1,2,3,2,250,4,14,20,2025095414,0.95,2,2
"sub.14117",-438.118841459399,-438.118841459399,1,1,1,2,1,1,1,2,250,4,15,20,2025095415,0.95,2,2
"sub.15117",-504.788646315589,-504.788646315589,1,2,3,1,1,2,3,1,250,4,16,20,2025095416,0.95,2,2
"sub.16117",-430.48938229371,-430.48938229371,2,1,1,2,2,1,1,2,250,4,17,20,2025095417,0.95,2,2
"sub.17117",-431.10782374666,-431.10782374666,1,1,2,1,1,1,2,1,250,4,18,20,2025095418,0.95,2,2
"sub.18117",-510.81276192404,-510.81276192404,2,3,1,4,2,3,1,4,250,4,19,20,2025095419,0.95,2,2
"sub.19117",-466.157489455629,-466.157489455629,1,2,1,3,1,2,1,3,250,4,20,20,2025095420,0.95,2,2
"sub118",-494.662123913828,-494.662123913828,1,2,3,2,1,2,3,2,250,4,1,21,212509541,0.95,4,1
"sub.1600",-484.368116280023,-484.368116280023,1,3,3,2,1,3,3,2,250,4,2,21,212509542,0.95,4,1
"sub.2118",-410.351012266299,-410.351012266299,1,2,2,1,1,2,2,1,250,4,3,21,212509543,0.95,4,1
"sub.3118",-446.733607437541,-446.733607437541,1,2,1,2,1,2,1,2,250,4,4,21,212509544,0.95,4,1
"sub.4118",-526.766540608877,-526.766540608877,1,2,4,3,1,2,4,3,250,4,5,21,212509545,0.95,4,1
"sub.5118",-444.716881148338,-444.716881148338,2,1,3,2,2,1,3,2,250,4,6,21,212509546,0.95,4,1
"sub.6118",-473.390206317182,-473.390206317182,2,3,1,2,2,3,1,2,250,4,7,21,212509547,0.95,4,1
"sub.7118",-492.556907508786,-492.556907508786,3,1,4,2,3,1,4,2,250,4,8,21,212509548,0.95,4,1
"sub.8118",-371.165759809502,-371.165759809502,1,1,1,1,1,1,1,1,250,4,9,21,212509549,0.95,4,1
"sub.9118",-470.854359553645,-470.854359553645,1,2,1,2,1,2,1,2,250,4,10,21,2125095410,0.95,4,1
"sub.10118",-389.503464550435,-389.503464550435,1,1,1,1,1,1,1,1,250,4,11,21,2125095411,0.95,4,1
"sub.11157",-455.201992898358,-455.201992898358,2,1,1,2,2,1,1,2,250,4,12,21,2125095412,0.95,4,1
"sub.12134",-451.984885586188,-451.984885586188,1,2,2,2,1,2,2,2,250,4,13,21,2125095413,0.95,4,1
"sub.13121",-475.815638015049,-475.815638015049,2,1,3,3,2,1,3,3,250,4,14,21,2125095414,0.95,4,1
"sub.14118",-454.507484569854,-454.507484569854,1,2,2,1,1,2,2,1,250,4,15,21,2125095415,0.95,4,1
"sub.15118",-474.052924752696,-474.052924752696,1,1,2,1,1,1,2,1,250,4,16,21,2125095416,0.95,4,1
"sub.16118",-518.803399172803,-518.803399172803,2,3,1,4,2,3,1,4,250,4,17,21,2125095417,0.95,4,1
"sub.17118",-445.824336158437,-445.824336158437,1,2,3,3,1,2,3,3,250,4,18,21,2125095418,0.95,4,1
"sub.18118",-492.181280569838,-492.181280569838,2,1,2,3,2,1,2,3,250,4,19,21,2125095419,0.95,4,1
"sub.19118",-450.571972054023,-450.571972054023,1,1,2,2,1,1,2,2,250,4,20,21,2125095420,0.95,4,1
"sub119",-427.002694847365,-427.002694847365,2,1,2,2,2,1,2,2,250,4,1,3,32509541,0.95,4,1
"sub.1601",-428.127691760261,-428.127691760261,1,1,1,1,1,1,1,1,250,4,2,3,32509542,0.95,4,1
"sub.2119",-394.699203001538,-394.699203001538,1,1,1,1,1,1,1,1,250,4,3,3,32509543,0.95,4,1
"sub.3119",-462.383777487557,-462.383777487557,1,3,2,1,1,3,2,1,250,4,4,3,32509544,0.95,4,1
"sub.4119",-387.249406498335,-387.249406498335,1,1,1,1,1,1,1,1,250,4,5,3,32509545,0.95,4,1
"sub.5119",-476.392770560409,-476.392770560409,1,3,2,3,1,3,2,3,250,4,6,3,32509546,0.95,4,1
"sub.6119",-472.926789204614,-472.926789204614,3,1,1,2,3,1,1,2,250,4,7,3,32509547,0.95,4,1
"sub.7119",-427.927102439038,-427.927102439038,2,1,2,2,2,1,2,2,250,4,8,3,32509548,0.95,4,1
"sub.8119",-425.295012663882,-425.295012663882,1,2,1,2,1,2,1,2,250,4,9,3,32509549,0.95,4,1
"sub.9119",-479.876089918735,-479.876089918735,2,1,1,2,2,1,1,2,250,4,10,3,325095410,0.95,4,1
"sub.10119",-425.789304902658,-425.789304902658,2,1,1,1,2,1,1,1,250,4,11,3,325095411,0.95,4,1
"sub.11158",-469.446056800191,-469.446056800191,1,3,1,2,1,3,1,2,250,4,12,3,325095412,0.95,4,1
"sub.12135",-442.99520165317,-442.99520165317,1,2,1,1,1,2,1,1,250,4,13,3,325095413,0.95,4,1
"sub.13122",-485.642971595793,-485.642971595793,1,1,2,3,1,1,2,3,250,4,14,3,325095414,0.95,4,1
"sub.14119",-520.151962271575,-520.151962271575,2,3,4,1,2,3,4,1,250,4,15,3,325095415,0.95,4,1
"sub.15119",-472.403870888967,-472.403870888967,2,1,1,3,2,1,1,3,250,4,16,3,325095416,0.95,4,1
"sub.16119",-453.860747336722,-453.860747336722,1,2,2,2,1,2,2,2,250,4,17,3,325095417,0.95,4,1
"sub.17119",-423.443418997473,-423.443418997473,1,2,2,2,1,2,2,2,250,4,18,3,325095418,0.95,4,1
"sub.18119",-469.249603261352,-469.249603261352,2,3,1,3,2,3,1,3,250,4,19,3,325095419,0.95,4,1
"sub.19119",-442.234299271897,-442.234299271897,1,1,1,2,1,1,1,2,250,4,20,3,325095420,0.95,4,1
"sub120",-398.747686790121,-398.747686790121,1,1,1,2,1,1,1,2,250,4,1,4,42509541,0.95,2,3
"sub.1602",-436.560535775135,-436.560535775135,2,1,2,1,2,1,2,1,250,4,2,4,42509542,0.95,2,3
"sub.2120",-461.732886067404,-461.732886067404,3,3,1,2,3,3,1,2,250,4,3,4,42509543,0.95,2,3
"sub.3120",-448.227193293712,-448.227193293712,1,2,1,1,1,2,1,1,250,4,4,4,42509544,0.95,2,3
"sub.4120",-412.954085254288,-412.954085254288,1,2,1,1,1,2,1,1,250,4,5,4,42509545,0.95,2,3
"sub.5120",-473.271003650556,-473.271003650556,1,1,1,2,1,1,1,2,250,4,6,4,42509546,0.95,2,3
"sub.6120",-430.997139915442,-430.997139915442,1,2,1,1,1,2,1,1,250,4,7,4,42509547,0.95,2,3
"sub.7120",-518.834141153492,-518.834141153492,1,2,3,4,1,2,3,4,250,4,8,4,42509548,0.95,2,3
"sub.8120",-488.508607606901,-488.508607606901,1,2,3,3,1,2,3,3,250,4,9,4,42509549,0.95,2,3
"sub.9120",-470.652249041713,-470.652249041713,2,3,3,1,2,3,3,1,250,4,10,4,425095410,0.95,2,3
"sub.10120",-479.582637860653,-479.582637860653,2,1,2,3,2,1,2,3,250,4,11,4,425095411,0.95,2,3
"sub.11159",-419.956984172907,-419.956984172907,1,1,2,2,1,1,2,2,250,4,12,4,425095412,0.95,2,3
"sub.12136",-484.436915676703,-484.436915676703,1,3,2,2,1,3,2,2,250,4,13,4,425095413,0.95,2,3
"sub.13123",-413.518438067044,-413.518438067044,1,1,1,2,1,1,1,2,250,4,14,4,425095414,0.95,2,3
"sub.14120",-530.049496080722,-530.049496080722,3,1,2,4,3,1,2,4,250,4,15,4,425095415,0.95,2,3
"sub.15120",-441.697765205555,-441.697765205555,2,2,2,1,2,2,2,1,250,4,16,4,425095416,0.95,2,3
"sub.16120",-500.481511069088,-500.481511069088,2,2,1,3,2,2,1,3,250,4,17,4,425095417,0.95,2,3
"sub.17120",-360.965473918679,-360.965473918679,1,1,1,1,1,1,1,1,250,4,18,4,425095418,0.95,2,3
"sub.18120",-426.354686387199,-426.354686387199,1,2,1,1,1,2,1,1,250,4,19,4,425095419,0.95,2,3
"sub.19120",-489.65046581707,-489.65046581707,1,1,2,3,1,1,2,3,250,4,20,4,425095420,0.95,2,3
"sub121",-430.181374380994,-430.181374380994,1,2,2,2,1,2,2,2,250,4,1,5,52509541,0.95,3,2
"sub.1603",-427.744360623355,-427.744360623355,1,1,2,2,1,1,2,2,250,4,2,5,52509542,0.95,3,2
"sub.2121",-483.54476534195,-483.54476534195,4,3,1,2,4,3,1,2,250,4,3,5,52509543,0.95,3,2
"sub.3121",-455.859941804404,-455.859941804404,1,2,2,2,1,2,2,2,250,4,4,5,52509544,0.95,3,2
"sub.4121",-495.446943881283,-495.446943881283,2,1,1,3,2,1,1,3,250,4,5,5,52509545,0.95,3,2
"sub.5121",-404.231574955788,-404.231574955788,1,2,2,2,1,2,2,2,250,4,6,5,52509546,0.95,3,2
"sub.6121",-346.753503259177,-346.753503259177,1,1,1,1,1,1,1,1,250,4,7,5,52509547,0.95,3,2
"sub.7121",-421.205345941472,-421.205345941472,1,2,1,1,1,2,1,1,250,4,8,5,52509548,0.95,3,2
"sub.8121",-524.234812659652,-524.234812659652,1,2,3,4,1,2,3,4,250,4,9,5,52509549,0.95,3,2
"sub.9121",-396.074447695349,-396.074447695349,1,1,1,1,1,1,1,1,250,4,10,5,525095410,0.95,3,2
"sub.10121",-445.182226636462,-445.182226636462,2,3,1,1,2,3,1,1,250,4,11,5,525095411,0.95,3,2
"sub.11160",-464.364913247056,-464.364913247056,2,1,2,2,2,1,2,2,250,4,12,5,525095412,0.95,3,2
"sub.12137",-481.26593752528,-481.26593752528,1,3,2,3,1,3,2,3,250,4,13,5,525095413,0.95,3,2
"sub.13124",-502.081158332726,-502.081158332726,1,4,2,3,1,4,2,3,250,4,14,5,525095414,0.95,3,2
"sub.14121",-401.442148556036,-401.442148556036,2,1,2,2,2,1,2,2,250,4,15,5,525095415,0.95,3,2
"sub.15121",-378.424365301322,-378.424365301322,1,1,1,1,1,1,1,1,250,4,16,5,525095416,0.95,3,2
"sub.16121",-368.224079410498,-368.224079410498,1,1,1,1,1,1,1,1,250,4,17,5,525095417,0.95,3,2
"sub.17121",-444.254944283563,-444.254944283563,2,1,1,1,2,1,1,1,250,4,18,5,525095418,0.95,3,2
"sub.18121",-464.124204824292,-464.124204824292,1,2,2,1,1,2,2,1,250,4,19,5,525095419,0.95,3,2
"sub.19121",-481.470849301502,-481.470849301502,3,2,3,1,3,2,3,1,250,4,20,5,525095420,0.95,3,2
"sub122",-412.072356745434,-412.072356745434,1,1,2,2,1,1,2,2,250,4,1,6,62509541,0.95,4,1
"sub.1604",-424.891185458399,-424.891185458399,2,2,1,2,2,2,1,2,250,4,2,6,62509542,0.95,4,1
"sub.2122",-470.922854705983,-470.922854705983,3,1,2,3,3,1,2,3,250,4,3,6,62509543,0.95,4,1
"sub.3122",-393.820389643249,-393.820389643249,1,1,1,1,1,1,1,1,250,4,4,6,62509544,0.95,4,1
"sub.4122",-510.983420624225,-510.983420624225,2,2,3,1,2,2,3,1,250,4,5,6,62509545,0.95,4,1
"sub.5122",-433.098998013835,-433.098998013835,1,2,1,2,1,2,1,2,250,4,6,6,62509546,0.95,4,1
"sub.6122",-509.965702382829,-509.965702382829,3,4,2,1,3,4,2,1,250,4,7,6,62509547,0.95,4,1
"sub.7122",-434.369114542443,-434.369114542443,1,1,2,2,1,1,2,2,250,4,8,6,62509548,0.95,4,1
"sub.8122",-500.953476522736,-500.953476522736,3,1,2,4,3,1,2,4,250,4,9,6,62509549,0.95,4,1
"sub.9122",-480.173874877126,-480.173874877126,1,1,2,3,1,1,2,3,250,4,10,6,625095410,0.95,4,1
"sub.10122",-494.467490599836,-494.467490599836,3,2,4,1,3,2,4,1,250,4,11,6,625095411,0.95,4,1
"sub.11161",-455.168981254697,-455.168981254697,1,1,2,2,1,1,2,2,250,4,12,6,625095412,0.95,4,1
"sub.12138",-493.194632322714,-493.194632322714,1,2,3,3,1,2,3,3,250,4,13,6,625095413,0.95,4,1
"sub.13125",-494.882278687356,-494.882278687356,1,2,3,1,1,2,3,1,250,4,14,6,625095414,0.95,4,1
"sub.14122",-436.606673313854,-436.606673313854,1,1,1,2,1,1,1,2,250,4,15,6,625095415,0.95,4,1
"sub.15122",-488.213629822718,-488.213629822718,1,2,1,3,1,2,1,3,250,4,16,6,625095416,0.95,4,1
"sub.16122",-462.48538945431,-462.48538945431,2,2,1,1,2,2,1,1,250,4,17,6,625095417,0.95,4,1
"sub.17122",-475.16208801207,-475.16208801207,2,3,3,1,2,3,3,1,250,4,18,6,625095418,0.95,4,1
"sub.18122",-494.904055188347,-494.904055188347,1,2,4,3,1,2,4,3,250,4,19,6,625095419,0.95,4,1
"sub.19122",-410.4756698687,-410.4756698687,1,2,2,1,1,2,2,1,250,4,20,6,625095420,0.95,4,1
